from_hospital,to_center,driving_distance
123,GROTP,689.091
123,GTUTP,538.316
123,GWZTP,468.908
123,HBSTP,1313.687
123,NGRTP,303.73
123,NLBTP,147.629
123,NRDTP,108.298
123,SLOTP,1150.582
60,AGATP,1210.456
60,AIBTP,978.947
60,AWGTP,1208.368
60,BANTP,106.466
60,BBRTP,101.807
60,BGETP,54.048
60,BLATP,114.042
60,BLGTP,207.408
60,BLMTP,128.953
60,CZATP,1392.868
60,CZMTP,1391.287
60,CZPTP,1392.868
60,GAKTP,247.69
60,GBCTP,823.204
60,GBOTP,339.512
60,GESTP,297.612
60,GFMTP,499.148
60,GGOTP,568.33
60,GHBTP,552.886
60,GHGTP,659.476
60,GHOTP,550.795
60,GHSTP,444.414
60,GJETP,723.145
60,GKITP,740.93
60,GKLTP,315.117
60,GLPTP,767.698
60,GMBTP,691.533
60,GMHTP,887.264
60,GMLTP,873.175
60,GMNTP,380.318
60,GMZTP,483.319
60,GNBTP,699.514
60,GRBTP,818.849
60,GROTP,826.936
60,GTUTP,685.624
60,GWZTP,616.216
60,HBSTP,1460.995
60,NGRTP,409.854
60,NLBTP,225.552
60,NRDTP,182.766
60,SLOTP,1297.891
68,AGATP,1099.994
68,AIBTP,868.485
68,AWGTP,1097.906
68,BANTP,11.658
68,BBRTP,55.11
68,BGETP,62.987
68,BLATP,48.618
68,BLGTP,135.761
68,BLMTP,63.529
68,CZATP,1282.407
68,CZMTP,1280.825
68,CZPTP,1282.407
68,GAKTP,139.811
68,GBCTP,719.892
68,GBOTP,229.051
68,GESTP,194.299
68,GFMTP,388.686
68,GGOTP,465.017
68,GHBTP,442.424
68,GHGTP,556.163
68,GHOTP,447.483
68,GHSTP,378.99
68,GJETP,612.683
68,GKITP,637.618
68,GKLTP,204.655
68,GLPTP,664.386
68,GMBTP,588.221
68,GMHTP,776.803
68,GMLTP,762.714
68,GMNTP,277.006
68,GMZTP,372.857
68,GNBTP,589.052
68,GRBTP,708.387
68,GROTP,723.623
68,GTUTP,575.162
68,GWZTP,505.754
68,HBSTP,1350.534
68,NGRTP,304.244
68,NLBTP,135.678
68,NRDTP,96.347
68,SLOTP,1187.429
121,AGATP,1111.726
121,AIBTP,880.216
121,AWGTP,1109.637
121,BANTP,37.217
121,BBRTP,11.299
121,BGETP,50.849
121,BLATP,13.534
121,BLGTP,108.677
121,BLMTP,30.223
121,CZATP,1294.138
121,CZMTP,1292.556
121,CZPTP,1294.138
121,GAKTP,148.959
121,GBCTP,759.834
121,GBOTP,240.782
121,GESTP,235.677
121,GFMTP,400.418
121,GGOTP,486.561
121,GHBTP,454.156
121,GHGTP,596.907
121,GHOTP,487.426
121,GHSTP,345.825
121,GJETP,624.414
121,GKITP,678.362
121,GKLTP,216.386
121,GLPTP,685.93
121,GMBTP,628.164
121,GMHTP,788.534
121,GMLTP,774.445
121,GMNTP,317.749
121,GMZTP,384.588
121,GNBTP,600.783
121,GRBTP,720.118
121,GROTP,764.367
121,GTUTP,586.893
121,GWZTP,517.485
121,HBSTP,1362.265
121,NGRTP,349.925
121,NLBTP,181.358
121,NRDTP,142.027
121,SLOTP,1199.16
1252,AGATP,1183.949
1252,AIBTP,993.241
1252,AWGTP,1181.861
1252,BANTP,205.641
1252,BBRTP,249.094
1252,BGETP,256.97
1252,BLATP,242.601
1252,BLGTP,285.718
1252,BLMTP,257.512
1252,CZATP,1366.361
1252,CZMTP,1364.78
1252,CZPTP,1366.361
1252,GAKTP,268.643
1252,GBCTP,691.752
1252,GBOTP,326.663
1252,GESTP,247.055
1252,GFMTP,472.641
1252,GGOTP,494.208
1252,GHBTP,537.847
1252,GHGTP,506.268
1252,GHOTP,419.343
1252,GHSTP,525.189
1252,GJETP,626.66
1252,GKITP,587.723
1252,GKLTP,302.288
1252,GLPTP,671.57
1252,GMBTP,560.081
1252,GMHTP,860.757
1252,GMLTP,887.71
1252,GMNTP,258.779
1252,GMZTP,465.613
1252,GNBTP,673.007
1252,GRBTP,792.342
1252,GROTP,673.728
1252,GTUTP,678.74
1252,GWZTP,589.709
1252,HBSTP,1434.488
1252,NGRTP,174.135
1252,NLBTP,67.617
1252,NRDTP,97.71
1252,SLOTP,1271.384
264,AGATP,1056.821
264,AIBTP,914.455
264,AWGTP,919.954
264,BANTP,457.059
264,BBRTP,500.511
264,BGETP,508.388
264,BLATP,490.312
264,BLGTP,441.27
264,BLMTP,472.781
264,CZATP,1239.233
264,CZMTP,1237.651
264,CZPTP,1239.233
264,GAKTP,384.132
264,GBCTP,372.304
264,GBOTP,363.671
264,GESTP,264.161
264,GFMTP,454.218
264,GGOTP,219.288
264,GHBTP,532.919
264,GHGTP,115.572
264,GHOTP,108.671
264,GHSTP,569.782
264,GJETP,422.634
264,GKITP,197.027
264,GKLTP,324.788
264,GLPTP,352.122
264,GMBTP,240.633
264,GMHTP,746.758
264,GMLTP,762.741
264,GMNTP,177.995
264,GMZTP,486.353
264,GNBTP,544.28
264,GRBTP,662.019
264,GROTP,283.032
264,GTUTP,673.812
264,GWZTP,464.015
264,HBSTP,1120.576
264,NGRTP,192.638
264,NLBTP,401.191
264,NRDTP,399.801
264,SLOTP,1157.384
274,AGATP,1037.254
274,AIBTP,894.888
274,AWGTP,900.388
274,BANTP,482.197
274,BBRTP,525.649
274,BGETP,533.526
274,BLATP,515.45
274,BLGTP,466.408
274,BLMTP,497.919
274,CZATP,1219.667
274,CZMTP,1218.085
274,CZPTP,1219.667
274,GAKTP,409.27
274,GBCTP,352.738
274,GBOTP,388.808
274,GESTP,289.299
274,GFMTP,432.59
274,GGOTP,199.722
274,GHBTP,511.291
274,GHGTP,120.688
274,GHOTP,89.105
274,GHSTP,579.31
274,GJETP,403.068
274,GKITP,202.143
274,GKLTP,349.926
274,GLPTP,332.556
274,GMBTP,221.067
274,GMHTP,727.192
274,GMLTP,743.175
274,GMNTP,203.133
274,GMZTP,464.724
274,GNBTP,524.714
274,GRBTP,642.453
274,GROTP,288.148
274,GTUTP,641.412
274,GWZTP,444.449
274,HBSTP,1101.009
274,NGRTP,217.776
274,NLBTP,426.328
274,NRDTP,424.939
274,SLOTP,1137.818
372,AGATP,962.239
372,AIBTP,742.935
372,AWGTP,960.151
372,BANTP,165.062
372,BBRTP,196.535
372,BGETP,216.391
372,BLATP,173.321
372,BLGTP,123.505
372,BLMTP,155.79
372,CZATP,1144.651
372,CZMTP,1143.07
372,CZPTP,1144.651
372,GAKTP,79.076
372,GBCTP,599.122
372,GBOTP,100.032
372,GESTP,60.258
372,GFMTP,250.931
372,GGOTP,313.602
372,GHBTP,316.874
372,GHGTP,435.394
372,GHOTP,326.714
372,GHSTP,298.451
372,GJETP,446.054
372,GKITP,516.848
372,GKLTP,64.49
372,GLPTP,512.971
372,GMBTP,467.451
372,GMHTP,639.047
372,GMLTP,637.163
372,GMNTP,156.236
372,GMZTP,247.307
372,GNBTP,451.297
372,GRBTP,570.632
372,GROTP,602.854
372,GTUTP,449.612
372,GWZTP,367.999
372,HBSTP,1212.778
372,NGRTP,303.369
372,NLBTP,209.895
372,NRDTP,191.738
372,SLOTP,1049.674
268,AGATP,959.014
268,AIBTP,816.648
268,AWGTP,822.148
268,BANTP,490.758
268,BBRTP,534.21
268,BGETP,542.087
268,BLATP,524.012
268,BLGTP,456.106
268,BLMTP,506.481
268,CZATP,1141.427
268,CZMTP,1139.845
268,CZPTP,1141.427
268,GAKTP,398.968
268,GBCTP,274.498
268,GBOTP,362.496
268,GESTP,292.756
268,GFMTP,383.994
268,GGOTP,151.126
268,GHBTP,462.695
268,GHGTP,122.724
268,GHOTP,40.286
268,GHSTP,530.714
268,GJETP,324.828
268,GKITP,215.165
268,GKLTP,335.727
268,GLPTP,254.316
268,GMBTP,142.827
268,GMHTP,648.952
268,GMLTP,664.935
268,GMNTP,232.642
268,GMZTP,416.128
268,GNBTP,505.852
268,GRBTP,564.213
268,GROTP,290.184
268,GTUTP,592.816
268,GWZTP,395.853
268,HBSTP,1022.769
268,NGRTP,288.677
268,NLBTP,455.528
268,NRDTP,454.138
268,SLOTP,1059.578
322,AGATP,913.259
322,AIBTP,722.551
322,AWGTP,911.171
322,BANTP,259.851
322,BBRTP,276.022
322,BGETP,312.549
322,BLATP,252.808
322,BLGTP,198.666
322,BLMTP,235.277
322,CZATP,1095.672
322,CZMTP,1094.09
322,CZPTP,1095.672
322,GAKTP,141.528
322,GBCTP,504.094
322,GBOTP,105.057
322,GESTP,60.376
322,GFMTP,208.666
322,GGOTP,230.82
322,GHBTP,287.367
322,GHGTP,362.82
322,GHOTP,231.685
322,GHSTP,323.281
322,GJETP,363.272
322,GKITP,444.275
322,GKLTP,78.288
322,GLPTP,430.189
322,GMBTP,372.422
322,GMHTP,590.068
322,GMLTP,617.02
322,GMNTP,87.917
322,GMZTP,240.801
322,GNBTP,402.317
322,GRBTP,521.652
322,GROTP,530.28
322,GTUTP,428.26
322,GWZTP,319.019
322,HBSTP,1163.799
322,NGRTP,277.116
322,NLBTP,277.69
322,NRDTP,279.126
322,SLOTP,1000.694
210,AGATP,1100.814
210,AIBTP,958.448
210,AWGTP,963.948
210,BANTP,559.755
210,BBRTP,603.208
210,BGETP,611.084
210,BLATP,593.009
210,BLGTP,543.967
210,BLMTP,575.478
210,CZATP,1283.226
210,CZMTP,1281.644
210,CZPTP,1283.226
210,GAKTP,486.828
210,GBCTP,276.362
210,GBOTP,466.367
210,GESTP,366.857
210,GFMTP,496.149
210,GGOTP,263.281
210,GHBTP,574.85
210,GHGTP,6.428
210,GHOTP,152.664
210,GHSTP,642.869
210,GJETP,466.627
210,GKITP,98.447
210,GKLTP,427.485
210,GLPTP,396.115
210,GMBTP,284.626
210,GMHTP,790.751
210,GMLTP,806.734
210,GMNTP,280.692
210,GMZTP,528.284
210,GNBTP,588.273
210,GRBTP,706.012
210,GROTP,178.596
210,GTUTP,704.972
210,GWZTP,508.008
210,HBSTP,1164.568
210,NGRTP,295.335
210,NLBTP,503.887
210,NRDTP,502.497
210,SLOTP,1201.377
1302,AGATP,1069.943
1302,AIBTP,877.46
1302,AWGTP,1067.854
1302,BANTP,252.29
1302,BBRTP,295.742
1302,BGETP,303.619
1302,BLATP,289.25
1302,BLGTP,307.776
1302,BLMTP,279.115
1302,CZATP,1252.355
1302,CZMTP,1250.773
1302,CZPTP,1252.355
1302,GAKTP,250.638
1302,GBCTP,522.995
1302,GBOTP,230.177
1302,GESTP,134.645
1302,GFMTP,376.154
1302,GGOTP,334.626
1302,GHBTP,441.361
1302,GHGTP,337.511
1302,GHOTP,250.586
1302,GHSTP,448.708
1302,GJETP,467.077
1302,GKITP,418.966
1302,GKLTP,205.801
1302,GLPTP,502.813
1302,GMBTP,391.324
1302,GMHTP,746.751
1302,GMLTP,771.928
1302,GMNTP,90.022
1302,GMZTP,369.126
1302,GNBTP,557.839
1302,GRBTP,678.335
1302,GROTP,504.971
1302,GTUTP,582.253
1302,GWZTP,477.574
1302,HBSTP,1271.266
1302,NGRTP,119.675
1302,NLBTP,185.271
1302,NRDTP,183.881
1302,SLOTP,1157.377
1228,AGATP,1138.643
1228,AIBTP,947.935
1228,AWGTP,1136.555
1228,BANTP,170.862
1228,BBRTP,214.314
1228,BGETP,222.191
1228,BLATP,207.822
1228,BLGTP,251.028
1228,BLMTP,222.733
1228,CZATP,1321.056
1228,CZMTP,1319.474
1228,CZPTP,1321.056
1228,GAKTP,233.953
1228,GBCTP,646.446
1228,GBOTP,281.358
1228,GESTP,201.749
1228,GFMTP,427.335
1228,GGOTP,448.902
1228,GHBTP,492.542
1228,GHGTP,460.962
1228,GHOTP,374.037
1228,GHSTP,499.888
1228,GJETP,581.354
1228,GKITP,542.417
1228,GKLTP,256.982
1228,GLPTP,626.264
1228,GMBTP,514.775
1228,GMHTP,815.452
1228,GMLTP,842.404
1228,GMNTP,213.473
1228,GMZTP,420.307
1228,GNBTP,627.701
1228,GRBTP,747.036
1228,GROTP,628.422
1228,GTUTP,633.434
1228,GWZTP,544.403
1228,HBSTP,1389.183
1228,NGRTP,155.975
1228,NLBTP,69.98
1228,NRDTP,100.072
1228,SLOTP,1226.078
584,AGATP,753.322
584,AIBTP,560.839
584,AWGTP,751.233
584,BANTP,428.794
584,BBRTP,448.35
584,BGETP,484.877
584,BLATP,425.136
584,BLGTP,350.402
584,BLMTP,404.22
584,CZATP,935.734
584,CZMTP,934.152
584,CZPTP,935.734
584,GAKTP,293.006
584,GBCTP,444.889
584,GBOTP,204.863
584,GESTP,268.6
584,GFMTP,107.421
584,GGOTP,137.076
584,GHBTP,186.122
584,GHGTP,397.879
584,GHOTP,250.831
584,GHSTP,254.141
584,GJETP,194.272
584,GKITP,490.32
584,GKLTP,218.496
584,GLPTP,291.522
584,GMBTP,328.881
584,GMHTP,430.13
584,GMLTP,455.307
584,GMNTP,274.061
584,GMZTP,139.556
584,GNBTP,241.218
584,GRBTP,361.714
584,GROTP,565.34
584,GTUTP,327.015
584,GWZTP,160.954
584,HBSTP,1003.861
584,NGRTP,429.154
584,NLBTP,477.8
584,NRDTP,479.236
584,SLOTP,840.756
1042,AGATP,928.25
1042,AIBTP,785.884
1042,AWGTP,791.383
1042,BANTP,595.27
1042,BBRTP,638.722
1042,BGETP,646.599
1042,BLATP,628.524
1042,BLGTP,560.618
1042,BLMTP,610.993
1042,CZATP,1110.662
1042,CZMTP,1109.08
1042,CZPTP,1110.662
1042,GAKTP,503.479
1042,GBCTP,214.865
1042,GBOTP,467.008
1042,GESTP,397.268
1042,GFMTP,430.063
1042,GGOTP,197.195
1042,GHBTP,508.765
1042,GHGTP,140.222
1042,GHOTP,145.046
1042,GHSTP,576.783
1042,GJETP,294.063
1042,GKITP,233.634
1042,GKLTP,440.239
1042,GLPTP,223.551
1042,GMBTP,112.062
1042,GMHTP,618.187
1042,GMLTP,634.17
1042,GMNTP,337.154
1042,GMZTP,462.198
1042,GNBTP,475.086
1042,GRBTP,533.448
1042,GROTP,190.904
1042,GTUTP,638.886
1042,GWZTP,441.922
1042,HBSTP,992.004
1042,NGRTP,372.52
1042,NLBTP,560.04
1042,NRDTP,558.65
1042,SLOTP,1028.813
1041,AGATP,883.536
1041,AIBTP,741.17
1041,AWGTP,746.669
1041,BANTP,580.987
1041,BBRTP,624.439
1041,BGETP,632.316
1041,BLATP,614.24
1041,BLGTP,546.335
1041,BLMTP,596.71
1041,CZATP,1065.948
1041,CZMTP,1064.366
1041,CZPTP,1065.948
1041,GAKTP,489.196
1041,GBCTP,196.474
1041,GBOTP,452.725
1041,GESTP,382.985
1041,GFMTP,416.072
1041,GGOTP,183.205
1041,GHBTP,494.774
1041,GHGTP,182.278
1041,GHOTP,130.763
1041,GHSTP,562.792
1041,GJETP,249.349
1041,GKITP,275.69
1041,GKLTP,425.956
1041,GLPTP,178.837
1041,GMBTP,67.348
1041,GMHTP,573.473
1041,GMLTP,589.456
1041,GMNTP,322.871
1041,GMZTP,448.207
1041,GNBTP,430.373
1041,GRBTP,488.734
1041,GROTP,245.649
1041,GTUTP,612.667
1041,GWZTP,415.704
1041,HBSTP,947.29
1041,NGRTP,413.998
1041,NLBTP,545.756
1041,NRDTP,544.367
1041,SLOTP,984.099
217,AGATP,1105.708
217,AIBTP,963.342
217,AWGTP,968.842
217,BANTP,553.71
217,BBRTP,597.162
217,BGETP,605.038
217,BLATP,586.963
217,BLGTP,537.921
217,BLMTP,569.432
217,CZATP,1288.12
217,CZMTP,1286.538
217,CZPTP,1288.12
217,GAKTP,480.782
217,GBCTP,284.397
217,GBOTP,460.321
217,GESTP,360.812
217,GFMTP,501.043
217,GGOTP,268.175
217,GHBTP,579.744
217,GHGTP,7.429
217,GHOTP,157.558
217,GHSTP,647.763
217,GJETP,471.522
217,GKITP,95.99
217,GKLTP,421.439
217,GLPTP,401.009
217,GMBTP,289.52
217,GMHTP,795.645
217,GMLTP,811.628
217,GMNTP,274.646
217,GMZTP,533.178
217,GNBTP,593.167
217,GRBTP,710.906
217,GROTP,186.631
217,GTUTP,709.866
217,GWZTP,512.902
217,HBSTP,1169.462
217,NGRTP,289.289
217,NLBTP,497.841
217,NRDTP,496.452
217,SLOTP,1206.271
1213,AGATP,1054.93
1213,AIBTP,864.221
1213,AWGTP,1052.841
1213,BANTP,170.018
1213,BBRTP,213.47
1213,BGETP,221.347
1213,BLATP,206.978
1213,BLGTP,200.239
1213,BLMTP,200.845
1213,CZATP,1237.342
1213,CZMTP,1235.76
1213,CZPTP,1237.342
1213,GAKTP,218.105
1213,GBCTP,590.302
1213,GBOTP,197.644
1213,GESTP,118.035
1213,GFMTP,343.621
1213,GGOTP,365.188
1213,GHBTP,408.828
1213,GHGTP,404.818
1213,GHOTP,317.893
1213,GHSTP,416.174
1213,GJETP,497.64
1213,GKITP,486.273
1213,GKLTP,173.268
1213,GLPTP,564.557
1213,GMBTP,458.631
1213,GMHTP,731.738
1213,GMLTP,758.69
1213,GMNTP,142.532
1213,GMZTP,336.593
1213,GNBTP,543.987
1213,GRBTP,663.322
1213,GROTP,572.279
1213,GTUTP,549.72
1213,GWZTP,460.689
1213,HBSTP,1305.469
1213,NGRTP,169.313
1213,NLBTP,116.102
1213,NRDTP,117.538
1213,SLOTP,1142.364
829,AGATP,465.115
829,AIBTP,354.342
829,AWGTP,463.027
829,BANTP,675.458
829,BBRTP,695.014
829,BGETP,731.541
829,BLATP,671.8
829,BLGTP,597.067
829,BLMTP,650.885
829,CZATP,647.528
829,CZMTP,645.946
829,CZPTP,647.528
829,GAKTP,539.67
829,GBCTP,430.957
829,GBOTP,445.097
829,GESTP,523.535
829,GFMTP,288.244
829,GGOTP,413.812
829,GHBTP,275.969
829,GHGTP,645.029
829,GHOTP,503.808
829,GHSTP,390.716
829,GJETP,221.351
829,GKITP,737.47
829,GKLTP,468.924
829,GLPTP,277.59
829,GMBTP,365.149
829,GMHTP,186.645
829,GMLTP,202.628
829,GMNTP,566.989
829,GMZTP,318.212
829,GNBTP,82.292
829,GRBTP,70.314
829,GROTP,624.492
829,GTUTP,307.551
829,GWZTP,168.364
829,HBSTP,715.655
829,NGRTP,722.082
829,NLBTP,732.735
829,NRDTP,734.17
829,SLOTP,597.271
241,AGATP,903.462
241,AIBTP,710.98
241,AWGTP,802.945
241,BANTP,472.966
241,BBRTP,516.419
241,BGETP,524.295
241,BLATP,506.22
241,BLGTP,438.314
241,BLMTP,488.689
241,CZATP,1085.875
241,CZMTP,1084.293
241,CZPTP,1085.875
241,GAKTP,381.176
241,GBCTP,303.508
241,GBOTP,344.705
241,GESTP,274.964
241,GFMTP,299.235
241,GGOTP,66.367
241,GHBTP,377.937
241,GHGTP,209.063
241,GHOTP,57.211
241,GHSTP,445.955
241,GJETP,246.513
241,GKITP,301.504
241,GKLTP,317.936
241,GLPTP,235.113
241,GMBTP,171.838
241,GMHTP,580.271
241,GMLTP,605.448
241,GMNTP,214.85
241,GMZTP,331.37
241,GNBTP,391.359
241,GRBTP,511.855
241,GROTP,376.523
241,GTUTP,508.058
241,GWZTP,311.094
241,HBSTP,1003.566
241,NGRTP,351.077
241,NLBTP,437.736
241,NRDTP,436.346
241,SLOTP,990.897
1044,AGATP,808.469
1044,AIBTP,666.103
1044,AWGTP,671.603
1044,BANTP,624.84
1044,BBRTP,668.293
1044,BGETP,676.169
1044,BLATP,658.094
1044,BLGTP,590.188
1044,BLMTP,640.563
1044,CZATP,990.881
1044,CZMTP,989.3
1044,CZPTP,990.881
1044,GAKTP,533.05
1044,GBCTP,215.562
1044,GBOTP,496.579
1044,GESTP,426.838
1044,GFMTP,369.713
1044,GGOTP,161.362
1044,GHBTP,448.414
1044,GHGTP,315.838
1044,GHOTP,174.616
1044,GHSTP,516.433
1044,GJETP,174.283
1044,GKITP,408.278
1044,GKLTP,469.81
1044,GLPTP,103.77
1044,GMBTP,56.324
1044,GMHTP,498.406
1044,GMLTP,514.389
1044,GMNTP,366.724
1044,GMZTP,401.848
1044,GNBTP,355.306
1044,GRBTP,413.667
1044,GROTP,391.525
1044,GTUTP,498.995
1044,GWZTP,302.031
1044,HBSTP,872.224
1044,NGRTP,457.851
1044,NLBTP,589.61
1044,NRDTP,588.22
1044,SLOTP,909.033
1048,AGATP,784.903
1048,AIBTP,642.537
1048,AWGTP,648.036
1048,BANTP,634.113
1048,BBRTP,677.566
1048,BGETP,685.442
1048,BLATP,667.367
1048,BLGTP,599.461
1048,BLMTP,649.836
1048,CZATP,967.315
1048,CZMTP,965.733
1048,CZPTP,967.315
1048,GAKTP,542.322
1048,GBCTP,175.467
1048,GBOTP,505.851
1048,GESTP,436.111
1048,GFMTP,387.307
1048,GGOTP,184.265
1048,GHBTP,466.009
1048,GHGTP,325.11
1048,GHOTP,183.889
1048,GHSTP,534.027
1048,GJETP,150.716
1048,GKITP,417.551
1048,GKLTP,479.082
1048,GLPTP,80.204
1048,GMBTP,45.23
1048,GMHTP,474.84
1048,GMLTP,490.823
1048,GMNTP,375.997
1048,GMZTP,419.442
1048,GNBTP,331.74
1048,GRBTP,390.101
1048,GROTP,380.432
1048,GTUTP,516.589
1048,GWZTP,319.625
1048,HBSTP,848.657
1048,NGRTP,467.124
1048,NLBTP,598.882
1048,NRDTP,597.493
1048,SLOTP,885.466
1050,AGATP,819.4
1050,AIBTP,677.034
1050,AWGTP,682.534
1050,BANTP,608.864
1050,BBRTP,652.317
1050,BGETP,660.194
1050,BLATP,642.118
1050,BLGTP,574.213
1050,BLMTP,624.587
1050,CZATP,1001.813
1050,CZMTP,1000.231
1050,CZPTP,1001.813
1050,GAKTP,517.074
1050,GBCTP,179.22
1050,GBOTP,480.603
1050,GESTP,410.862
1050,GFMTP,419.25
1050,GGOTP,211.082
1050,GHBTP,497.952
1050,GHGTP,299.862
1050,GHOTP,158.64
1050,GHSTP,565.97
1050,GJETP,185.214
1050,GKITP,392.303
1050,GKLTP,453.834
1050,GLPTP,114.702
1050,GMBTP,19.982
1050,GMHTP,509.338
1050,GMLTP,525.321
1050,GMNTP,350.748
1050,GMZTP,451.385
1050,GNBTP,366.238
1050,GRBTP,424.599
1050,GROTP,355.183
1050,GTUTP,548.532
1050,GWZTP,351.568
1050,HBSTP,883.155
1050,NGRTP,441.876
1050,NLBTP,573.634
1050,NRDTP,572.244
1050,SLOTP,919.964
1070,AGATP,842.797
1070,AIBTP,700.431
1070,AWGTP,705.931
1070,BANTP,595.723
1070,BBRTP,639.176
1070,BGETP,647.052
1070,BLATP,628.977
1070,BLGTP,561.071
1070,BLMTP,611.446
1070,CZATP,1025.209
1070,CZMTP,1023.628
1070,CZPTP,1025.209
1070,GAKTP,503.933
1070,GBCTP,208.242
1070,GBOTP,467.462
1070,GESTP,397.721
1070,GFMTP,365.112
1070,GGOTP,132.244
1070,GHBTP,443.814
1070,GHGTP,286.72
1070,GHOTP,145.499
1070,GHSTP,511.832
1070,GJETP,208.611
1070,GKITP,379.161
1070,GKLTP,440.693
1070,GLPTP,138.098
1070,GMBTP,52.792
1070,GMHTP,532.734
1070,GMLTP,548.717
1070,GMNTP,337.607
1070,GMZTP,397.247
1070,GNBTP,389.634
1070,GRBTP,447.995
1070,GROTP,384.204
1070,GTUTP,541.083
1070,GWZTP,344.12
1070,HBSTP,906.552
1070,NGRTP,428.734
1070,NLBTP,560.493
1070,NRDTP,559.103
1070,SLOTP,943.36
1251,AGATP,1108.178
1251,AIBTP,917.47
1251,AWGTP,1106.09
1251,BANTP,152.135
1251,BBRTP,195.587
1251,BGETP,203.464
1251,BLATP,189.095
1251,BLGTP,232.301
1251,BLMTP,204.006
1251,CZATP,1290.59
1251,CZMTP,1289.009
1251,CZPTP,1290.59
1251,GAKTP,230.631
1251,GBCTP,615.981
1251,GBOTP,250.892
1251,GESTP,171.284
1251,GFMTP,396.87
1251,GGOTP,418.437
1251,GHBTP,462.076
1251,GHGTP,430.497
1251,GHOTP,343.572
1251,GHSTP,469.423
1251,GJETP,550.889
1251,GKITP,511.952
1251,GKLTP,226.517
1251,GLPTP,595.799
1251,GMBTP,484.31
1251,GMHTP,784.986
1251,GMLTP,811.939
1251,GMNTP,183.008
1251,GMZTP,389.842
1251,GNBTP,597.236
1251,GRBTP,716.571
1251,GROTP,597.957
1251,GTUTP,602.969
1251,GWZTP,513.938
1251,HBSTP,1358.718
1251,NGRTP,175.94
1251,NLBTP,85.876
1251,NRDTP,83.726
1251,SLOTP,1195.613
306,AGATP,1098.07
306,AIBTP,905.586
306,AWGTP,1006.95
306,BANTP,448.72
306,BBRTP,492.173
306,BGETP,500.049
306,BLATP,481.974
306,BLGTP,432.932
306,BLMTP,464.443
306,CZATP,1280.482
306,CZMTP,1278.9
306,CZPTP,1280.482
306,GAKTP,375.794
306,GBCTP,459.3
306,GBOTP,355.332
306,GESTP,259.801
306,GFMTP,458.968
306,GGOTP,306.284
306,GHBTP,537.67
306,GHGTP,197.251
306,GHOTP,195.667
306,GHSTP,573.863
306,GJETP,509.63
306,GKITP,278.706
306,GKLTP,330.956
306,GLPTP,439.118
306,GMBTP,327.629
306,GMHTP,774.878
306,GMLTP,800.055
306,GMNTP,182.746
306,GMZTP,494.282
306,GNBTP,585.966
306,GRBTP,706.462
306,GROTP,364.711
306,GTUTP,678.562
306,GWZTP,505.701
306,HBSTP,1207.571
306,NGRTP,105.536
306,NLBTP,335.346
306,NRDTP,340.361
306,SLOTP,1185.504
1214,AGATP,1100.566
1214,AIBTP,875.926
1214,AWGTP,1098.477
1214,BANTP,67.446
1214,BBRTP,110.898
1214,BGETP,118.774
1214,BLATP,104.406
1214,BLGTP,161.194
1214,BLMTP,119.317
1214,CZATP,1282.978
1214,CZMTP,1281.396
1214,CZPTP,1282.978
1214,GAKTP,162.659
1214,GBCTP,699.201
1214,GBOTP,238.359
1214,GESTP,173.608
1214,GFMTP,389.258
1214,GGOTP,444.326
1214,GHBTP,449.865
1214,GHGTP,512.618
1214,GHOTP,426.792
1214,GHSTP,434.777
1214,GJETP,576.778
1214,GKITP,594.073
1214,GKLTP,202.816
1214,GLPTP,643.695
1214,GMBTP,567.53
1214,GMHTP,777.374
1214,GMLTP,770.154
1214,GMNTP,256.315
1214,GMZTP,380.298
1214,GNBTP,589.623
1214,GRBTP,708.958
1214,GROTP,680.078
1214,GTUTP,582.603
1214,GWZTP,506.325
1214,HBSTP,1351.105
1214,NGRTP,253.048
1214,NLBTP,93.02
1214,NRDTP,53.69
1214,SLOTP,1188
1218,AGATP,1149.766
1218,AIBTP,959.058
1218,AWGTP,1147.678
1218,BANTP,173.71
1218,BBRTP,217.162
1218,BGETP,225.039
1218,BLATP,210.67
1218,BLGTP,253.787
1218,BLMTP,225.581
1218,CZATP,1332.179
1218,CZMTP,1330.597
1218,CZPTP,1332.179
1218,GAKTP,236.711
1218,GBCTP,657.569
1218,GBOTP,292.481
1218,GESTP,212.872
1218,GFMTP,438.458
1218,GGOTP,460.025
1218,GHBTP,503.665
1218,GHGTP,472.085
1218,GHOTP,385.16
1218,GHSTP,511.012
1218,GJETP,592.477
1218,GKITP,553.54
1218,GKLTP,268.105
1218,GLPTP,637.387
1218,GMBTP,525.898
1218,GMHTP,826.575
1218,GMLTP,853.527
1218,GMNTP,224.596
1218,GMZTP,431.43
1218,GNBTP,638.824
1218,GRBTP,758.159
1218,GROTP,639.546
1218,GTUTP,644.557
1218,GWZTP,555.526
1218,HBSTP,1400.306
1218,NGRTP,183.21
1218,NLBTP,52.34
1218,NRDTP,82.433
1218,SLOTP,1237.201
1209,AGATP,1143.588
1209,AIBTP,952.88
1209,AWGTP,1141.5
1209,BANTP,157.935
1209,BBRTP,201.388
1209,BGETP,209.264
1209,BLATP,194.895
1209,BLGTP,238.012
1209,BLMTP,209.806
1209,CZATP,1326
1209,CZMTP,1324.419
1209,CZPTP,1326
1209,GAKTP,220.937
1209,GBCTP,651.708
