from_hospital,to_center,driving_distance
505,BANTP,221.576
505,BBRTP,269.091
505,BGETP,272.905
505,BLATP,245.877
505,BLGTP,196.835
505,BLMTP,228.346
505,CZATP,1127.089
505,CZMTP,1125.508
505,CZPTP,1127.089
505,GAKTP,139.696
505,GBCTP,513.486
505,GBOTP,119.434
505,GESTP,22.477
505,GFMTP,240.084
505,GGOTP,244.469
505,GHBTP,330.618
505,GHGTP,360.384
505,GHOTP,241.077
505,GHSTP,332.491
505,GJETP,376.92
505,GKITP,441.839
505,GKLTP,95.058
505,GLPTP,443.838
505,GMBTP,381.815
505,GMHTP,621.485
505,GMLTP,648.438
505,GMNTP,81.227
505,GMZTP,258.384
505,GNBTP,467.682
505,GRBTP,553.07
505,GROTP,527.845
505,GTUTP,471.51
505,GWZTP,350.437
505,HBSTP,1195.216
505,NGRTP,260.68
505,NLBTP,240.921
505,NRDTP,242.357
505,SLOTP,1032.112
504,AGATP,943.158
504,AIBTP,752.449
504,AWGTP,941.069
504,BANTP,220.057
504,BBRTP,267.571
504,BGETP,271.386
504,BLATP,244.358
504,BLGTP,195.316
504,BLMTP,226.826
504,CZATP,1125.57
504,CZMTP,1123.988
504,CZPTP,1125.57
504,GAKTP,138.177
504,GBCTP,511.967
504,GBOTP,117.914
504,GESTP,20.957
504,GFMTP,238.564
504,GGOTP,242.949
504,GHBTP,329.099
504,GHGTP,360.81
504,GHOTP,239.558
504,GHSTP,330.971
504,GJETP,375.401
504,GKITP,442.265
504,GKLTP,93.539
504,GLPTP,442.318
504,GMBTP,380.296
504,GMHTP,619.966
504,GMLTP,646.918
504,GMNTP,81.653
504,GMZTP,256.864
504,GNBTP,466.163
504,GRBTP,551.55
504,GROTP,528.27
504,GTUTP,469.991
504,GWZTP,348.917
504,HBSTP,1193.697
504,NGRTP,261.106
504,NLBTP,241.347
504,NRDTP,242.782
504,SLOTP,1030.592
383,AGATP,974.31
383,AIBTP,783.602
383,AWGTP,972.222
383,BANTP,210.266
383,BBRTP,253.718
383,BGETP,261.595
383,BLATP,243.666
383,BLGTP,199.12
383,BLMTP,226.135
383,CZATP,1156.722
383,CZMTP,1155.14
383,CZPTP,1156.722
383,GAKTP,141.982
383,GBCTP,520.453
383,GBOTP,117.024
383,GESTP,8.523
383,GFMTP,263.002
383,GGOTP,266.981
383,GHBTP,328.208
383,GHGTP,361.429
383,GHOTP,248.044
383,GHSTP,335.555
383,GJETP,399.433
383,GKITP,442.884
383,GKLTP,92.648
383,GLPTP,466.35
383,GMBTP,388.782
383,GMHTP,651.118
383,GMLTP,678.07
383,GMNTP,82.272
383,GMZTP,255.974
383,GNBTP,463.368
383,GRBTP,582.703
383,GROTP,528.889
383,GTUTP,469.1
383,GWZTP,380.07
383,HBSTP,1224.849
383,NGRTP,237.505
383,NLBTP,216.186
383,NRDTP,217.622
383,SLOTP,1061.744
663,AGATP,748.987
663,AIBTP,524.691
663,AWGTP,746.899
663,BANTP,382.043
663,BBRTP,401.599
663,BGETP,438.126
663,BLATP,378.385
663,BLGTP,273.476
663,BLMTP,357.469
663,CZATP,931.399
663,CZMTP,929.818
663,CZPTP,931.399
663,GAKTP,246.254
663,GBCTP,580.792
663,GBOTP,157.529
663,GESTP,235.967
663,GFMTP,40.455
663,GGOTP,272.979
663,GHBTP,90.476
663,GHGTP,533.783
663,GHOTP,386.734
663,GHSTP,118.203
663,GJETP,330.175
663,GKITP,626.224
663,GKLTP,181.355
663,GLPTP,427.426
663,GMBTP,464.785
663,GMHTP,425.795
663,GMLTP,418.92
663,GMNTP,322.39
663,GMZTP,1.54
663,GNBTP,238.044
663,GRBTP,357.38
663,GROTP,701.243
663,GTUTP,231.368
663,GWZTP,154.747
663,HBSTP,999.526
663,NGRTP,478.836
663,NLBTP,445.166
663,NRDTP,446.602
663,SLOTP,836.422
1308,AGATP,572.025
1308,AIBTP,865.37
1308,AWGTP,378.669
1308,BANTP,1207.259
1308,BBRTP,1242.783
1308,BGETP,1258.588
1308,BLATP,1219.569
1308,BLGTP,1144.835
1308,BLMTP,1198.653
1308,CZATP,753.733
1308,CZMTP,752.151
1308,CZPTP,753.733
1308,GAKTP,1087.439
1308,GBCTP,538.283
1308,GBOTP,999.296
1308,GESTP,998.659
1308,GFMTP,901.854
1308,GGOTP,769.502
1308,GHBTP,963.851
1308,GHGTP,862.482
1308,GHOTP,798.554
1308,GHSTP,1048.574
1308,GJETP,612.226
1308,GKITP,931.859
1308,GKLTP,1012.929
1308,GLPTP,548.464
1308,GMBTP,659.895
1308,GMHTP,788.053
1308,GMLTP,853.947
1308,GMNTP,990.662
1308,GMZTP,933.989
1308,GNBTP,754.057
1308,GRBTP,721.632
1308,GROTP,800.914
1308,GTUTP,995.433
1308,GWZTP,804.901
1308,HBSTP,575.144
1308,NGRTP,1081.789
1308,NLBTP,1205.355
1308,NRDTP,1206.79
1308,SLOTP,758.264
1124,AGATP,188.302
1124,AIBTP,592.231
1124,AWGTP,370.653
1124,BANTP,1287.42
1124,BBRTP,1306.976
1124,BGETP,1343.503
1124,BLATP,1283.762
1124,BLGTP,1209.028
1124,BLMTP,1262.846
1124,CZATP,1.582
1124,CZMTP,0
1124,CZPTP,1.582
1124,GAKTP,1151.632
1124,GBCTP,1061.496
1124,GBOTP,1057.059
1124,GESTP,1135.497
1124,GFMTP,900.206
1124,GGOTP,1025.774
1124,GHBTP,888.288
1124,GHGTP,1275.569
1124,GHOTP,1134.348
1124,GHSTP,1003.035
1124,GJETP,851.891
1124,GKITP,1368.01
1124,GKLTP,1080.885
1124,GLPTP,908.13
1124,GMBTP,995.689
1124,GMHTP,548.684
1124,GMLTP,556.79
1124,GMNTP,1178.95
1124,GMZTP,930.174
1124,GNBTP,694.253
1124,GRBTP,577.711
1124,GROTP,1255.032
1124,GTUTP,800.713
1124,GWZTP,780.325
1124,HBSTP,340.631
1124,NGRTP,1334.044
1124,NLBTP,1344.696
1124,NRDTP,1346.132
1124,SLOTP,139.708
1116,AGATP,577.025
1116,AIBTP,917.676
1116,AWGTP,759.376
1116,BANTP,1676.143
1116,BBRTP,1695.699
1116,BGETP,1732.226
1116,BLATP,1672.485
1116,BLGTP,1597.751
1116,BLMTP,1651.569
1116,CZATP,411.716
1116,CZMTP,410.134
1116,CZPTP,411.716
1116,GAKTP,1540.354
1116,GBCTP,1450.22
1116,GBOTP,1445.782
1116,GESTP,1524.22
1116,GFMTP,1288.928
1116,GGOTP,1414.496
1116,GHBTP,1222.235
1116,GHGTP,1664.292
1116,GHOTP,1523.071
1116,GHSTP,1287.466
1116,GJETP,1240.614
1116,GKITP,1756.733
1116,GKLTP,1469.608
1116,GLPTP,1296.853
1116,GMBTP,1384.412
1116,GMHTP,874.129
1116,GMLTP,882.236
1116,GMNTP,1567.673
1116,GMZTP,1318.897
1116,GNBTP,1082.976
1116,GRBTP,966.434
1116,GROTP,1643.755
1116,GTUTP,1126.159
1116,GWZTP,1169.048
1116,HBSTP,750.479
1116,NGRTP,1722.766
1116,NLBTP,1733.419
1116,NRDTP,1734.855
1116,SLOTP,465.153
1125,AGATP,182.339
1125,AIBTP,586.269
1125,AWGTP,364.691
1125,BANTP,1281.458
1125,BBRTP,1301.014
1125,BGETP,1337.54
1125,BLATP,1277.8
1125,BLGTP,1203.066
1125,BLMTP,1256.884
1125,CZATP,8.289
1125,CZMTP,6.708
1125,CZPTP,8.289
1125,GAKTP,1145.669
1125,GBCTP,1055.534
1125,GBOTP,1051.097
1125,GESTP,1129.535
1125,GFMTP,894.243
1125,GGOTP,1019.811
1125,GHBTP,882.326
1125,GHGTP,1269.607
1125,GHOTP,1128.385
1125,GHSTP,997.073
1125,GJETP,845.928
1125,GKITP,1362.048
1125,GKLTP,1074.923
1125,GLPTP,902.168
1125,GMBTP,989.727
1125,GMHTP,542.722
1125,GMLTP,550.828
1125,GMNTP,1172.988
1125,GMZTP,924.212
1125,GNBTP,688.291
1125,GRBTP,571.749
1125,GROTP,1249.07
1125,GTUTP,794.751
1125,GWZTP,774.363
1125,HBSTP,345.876
1125,NGRTP,1328.081
1125,NLBTP,1338.734
1125,NRDTP,1340.17
1125,SLOTP,133.746
1104,AGATP,184.391
1104,AIBTP,588.321
1104,AWGTP,366.743
1104,BANTP,1283.51
1104,BBRTP,1303.066
1104,BGETP,1339.592
1104,BLATP,1279.852
1104,BLGTP,1205.118
1104,BLMTP,1258.936
1104,CZATP,5.724
1104,CZMTP,4.143
1104,CZPTP,5.724
1104,GAKTP,1147.721
1104,GBCTP,1057.586
1104,GBOTP,1053.149
1104,GESTP,1131.587
1104,GFMTP,896.295
1104,GGOTP,1021.863
1104,GHBTP,884.378
1104,GHGTP,1271.659
1104,GHOTP,1130.438
1104,GHSTP,999.125
1104,GJETP,847.98
1104,GKITP,1364.1
1104,GKLTP,1076.975
1104,GLPTP,904.22
1104,GMBTP,991.779
1104,GMHTP,544.774
1104,GMLTP,552.88
1104,GMNTP,1175.04
1104,GMZTP,926.264
1104,GNBTP,690.343
1104,GRBTP,573.801
1104,GROTP,1251.122
1104,GTUTP,796.803
1104,GWZTP,776.415
1104,HBSTP,343.311
1104,NGRTP,1330.133
1104,NLBTP,1340.786
1104,NRDTP,1342.222
1104,SLOTP,135.798
622,AGATP,832.78
622,AIBTP,595.244
622,AWGTP,830.691
622,BANTP,293.325
622,BBRTP,312.881
622,BGETP,349.408
622,BLATP,289.668
622,BLGTP,214.934
622,BLMTP,268.752
622,CZATP,1015.192
622,CZMTP,1013.61
622,CZPTP,1015.192
622,GAKTP,157.537
622,GBCTP,603.549
622,GBOTP,82.863
622,GESTP,159.592
622,GFMTP,121.472
622,GGOTP,295.735
622,GHBTP,186.678
622,GHGTP,520.919
622,GHOTP,389.783
622,GHSTP,184.366
622,GJETP,352.931
622,GKITP,602.374
622,GKLTP,112.8
622,GLPTP,450.182
622,GMBTP,487.541
622,GMHTP,509.588
622,GMLTP,489.472
622,GMNTP,246.015
622,GMZTP,99.616
622,GNBTP,321.837
622,GRBTP,441.172
622,GROTP,688.379
622,GTUTP,301.921
622,GWZTP,238.539
622,HBSTP,1083.319
622,NGRTP,402.46
622,NLBTP,368.791
622,NRDTP,347.066
622,SLOTP,920.214
14,AGATP,142.43
14,AIBTP,505.711
14,AWGTP,55.976
14,BANTP,1133.841
14,BBRTP,1153.397
14,BGETP,1189.924
14,BLATP,1130.183
14,BLGTP,1055.449
14,BLMTP,1109.267
14,CZATP,324.138
14,CZMTP,322.556
14,CZPTP,324.138
14,GAKTP,998.052
14,GBCTP,742.079
14,GBOTP,903.48
14,GESTP,981.918
14,GFMTP,746.626
14,GGOTP,872.194
14,GHBTP,734.709
14,GHGTP,1027.37
14,GHOTP,886.148
14,GHSTP,849.456
14,GJETP,698.312
14,GKITP,1119.81
14,GKLTP,927.306
14,GLPTP,636.058
14,GMBTP,747.49
14,GMHTP,428.394
14,GMLTP,440.774
14,GMNTP,1025.371
14,GMZTP,776.595
14,GNBTP,540.674
14,GRBTP,424.132
14,GROTP,1007.172
14,GTUTP,666.517
14,GWZTP,626.746
14,HBSTP,258.909
14,NGRTP,1180.464
14,NLBTP,1191.117
14,NRDTP,1192.553
14,SLOTP,328.669
29,AGATP,218.128
29,AIBTP,311.278
29,AWGTP,177.874
29,BANTP,939.408
29,BBRTP,958.964
29,BGETP,995.491
29,BLATP,935.75
29,BLGTP,861.016
29,BLMTP,914.834
29,CZATP,400.54
29,CZMTP,398.958
29,CZPTP,400.54
29,GAKTP,803.62
29,GBCTP,713.485
29,GBOTP,709.047
29,GESTP,787.485
29,GFMTP,552.194
29,GGOTP,677.762
29,GHBTP,540.276
29,GHGTP,927.557
29,GHOTP,786.336
29,GHSTP,655.024
29,GJETP,503.879
29,GKITP,1019.998
29,GKLTP,732.874
29,GLPTP,560.118
29,GMBTP,647.677
29,GMHTP,233.962
29,GMLTP,246.341
29,GMNTP,830.938
29,GMZTP,582.162
29,GNBTP,346.241
29,GRBTP,229.7
29,GROTP,907.02
29,GTUTP,472.084
29,GWZTP,432.313
29,HBSTP,430.502
29,NGRTP,986.032
29,NLBTP,996.684
29,NRDTP,998.12
29,SLOTP,405.071
245,AGATP,966.972
245,AIBTP,760.81
245,AWGTP,830.106
245,BANTP,455.167
245,BBRTP,498.619
245,BGETP,506.496
245,BLATP,488.42
245,BLGTP,420.515
245,BLMTP,470.89
245,CZATP,1149.384
245,CZMTP,1147.802
245,CZPTP,1149.384
245,GAKTP,363.376
245,GBCTP,282.455
245,GBOTP,326.905
245,GESTP,257.165
245,GFMTP,349.066
245,GGOTP,116.198
245,GHBTP,427.768
245,GHGTP,161.608
245,GHOTP,5.747
245,GHSTP,495.786
245,GJETP,332.785
245,GKITP,254.049
245,GKLTP,300.136
245,GLPTP,262.273
245,GMBTP,150.784
245,GMHTP,656.909
245,GMLTP,672.892
245,GMNTP,197.051
245,GMZTP,381.201
245,GNBTP,441.19
245,GRBTP,572.17
245,GROTP,329.068
245,GTUTP,557.889
245,GWZTP,360.925
245,HBSTP,1030.726
245,NGRTP,303.622
245,NLBTP,419.936
245,NRDTP,418.547
245,SLOTP,1067.535
20,AGATP,166.981
20,AIBTP,299.525
20,AWGTP,219.285
20,BANTP,943.445
20,BBRTP,963.001
20,BGETP,999.528
20,BLATP,939.787
20,BLGTP,865.053
20,BLMTP,918.871
20,CZATP,349.394
20,CZMTP,347.812
20,CZPTP,349.394
20,GAKTP,807.656
20,GBCTP,717.522
20,GBOTP,713.084
20,GESTP,791.522
20,GFMTP,556.23
20,GGOTP,681.798
20,GHBTP,544.313
20,GHGTP,931.594
20,GHOTP,790.373
20,GHSTP,659.06
20,GJETP,507.916
20,GKITP,1024.035
20,GKLTP,736.91
20,GLPTP,564.155
20,GMBTP,651.714
20,GMHTP,237.998
20,GMLTP,264.084
20,GMNTP,834.975
20,GMZTP,586.199
20,GNBTP,350.278
20,GRBTP,233.736
20,GROTP,911.057
20,GTUTP,476.121
20,GWZTP,436.35
20,HBSTP,471.913
20,NGRTP,990.068
20,NLBTP,1000.721
20,NRDTP,1002.157
20,SLOTP,353.925
642,AGATP,629.021
642,AIBTP,332.92
642,AWGTP,626.932
642,BANTP,559.601
642,BBRTP,579.157
642,BGETP,615.684
642,BLATP,555.943
642,BLGTP,466.048
642,BLMTP,535.027
642,CZATP,790.802
642,CZMTP,789.221
642,CZPTP,790.802
642,GAKTP,423.812
642,GBCTP,645.531
642,GBOTP,347.933
642,GESTP,426.371
642,GFMTP,203.956
642,GGOTP,426.778
642,GHBTP,123.501
642,GHGTP,687.582
642,GHOTP,540.533
642,GHSTP,188.732
642,GJETP,402.65
642,GKITP,780.022
642,GKLTP,371.759
642,GLPTP,492.164
642,GMBTP,531.62
642,GMHTP,227.947
642,GMLTP,227.149
642,GMNTP,483.83
642,GMZTP,208.704
642,GNBTP,253.768
642,GRBTP,311.255
642,GROTP,839.066
642,GTUTP,28.367
642,GWZTP,164.117
642,HBSTP,879.56
642,NGRTP,669.24
642,NLBTP,635.57
642,NRDTP,637.006
642,SLOTP,648.966
1136,AGATP,358.78
1136,AIBTP,745.304
1136,AWGTP,263.616
1136,BANTP,1373.434
1136,BBRTP,1392.99
1136,BGETP,1429.517
1136,BLATP,1369.776
1136,BLGTP,1295.042
1136,BLMTP,1348.86
1136,CZATP,356.811
1136,CZMTP,357.178
1136,CZPTP,356.811
1136,GAKTP,1237.646
1136,GBCTP,900.799
1136,GBOTP,1143.073
1136,GESTP,1221.511
1136,GFMTP,986.22
1136,GGOTP,1015.817
1136,GHBTP,974.302
1136,GHGTP,1186.09
1136,GHOTP,1044.868
1136,GHSTP,1089.05
1136,GJETP,858.541
1136,GKITP,1278.53
1136,GKLTP,1166.9
1136,GLPTP,794.778
1136,GMBTP,906.21
1136,GMHTP,667.988
1136,GMLTP,680.367
1136,GMNTP,1236.976
1136,GMZTP,1016.188
1136,GNBTP,780.267
1136,GRBTP,663.726
1136,GROTP,1165.892
1136,GTUTP,906.11
1136,GWZTP,866.339
1136,HBSTP,16.948
1136,NGRTP,1328.103
1136,NLBTP,1430.71
1136,NRDTP,1432.146
1136,SLOTP,476.972
5,AGATP,138.85
5,AIBTP,391.996
5,AWGTP,321.358
5,BANTP,1135.081
5,BBRTP,1154.637
5,BGETP,1191.164
5,BLATP,1131.424
5,BLGTP,1039.102
5,BLMTP,1110.508
5,CZATP,229.142
5,CZMTP,227.56
5,CZPTP,229.142
5,GAKTP,999.293
5,GBCTP,933.677
5,GBOTP,904.72
5,GESTP,983.158
5,GFMTP,747.867
5,GGOTP,873.435
5,GHBTP,696.554
5,GHGTP,1147.75
5,GHOTP,1006.528
5,GHSTP,761.786
5,GJETP,724.071
5,GKITP,1240.19
5,GKLTP,928.547
5,GLPTP,780.311
5,GMBTP,867.87
5,GMHTP,348.449
5,GMLTP,356.555
5,GMNTP,1026.612
5,GMZTP,781.758
5,GNBTP,541.914
5,GRBTP,471.858
5,GROTP,1127.213
5,GTUTP,600.478
5,GWZTP,627.986
5,HBSTP,471.934
5,NGRTP,1181.705
5,NLBTP,1192.358
5,NRDTP,1193.794
5,SLOTP,87.305
364,AGATP,1031.019
364,AIBTP,840.31
364,AWGTP,1028.93
364,BANTP,177.41
364,BBRTP,220.862
364,BGETP,228.739
364,BLATP,214.37
364,BLGTP,220.355
364,BLMTP,210.33
364,CZATP,1213.431
364,CZMTP,1211.849
364,CZPTP,1213.431
364,GAKTP,163.216
364,GBCTP,603.108
364,GBOTP,163.493
364,GESTP,92.146
364,GFMTP,319.71
364,GGOTP,348.233
364,GHBTP,384.917
364,GHGTP,420.046
364,GHOTP,330.699
364,GHSTP,373.163
364,GJETP,480.685
364,GKITP,501.501
364,GKLTP,127.951
364,GLPTP,547.602
364,GMBTP,471.437
364,GMHTP,707.827
364,GMLTP,734.779
364,GMNTP,125.578
364,GMZTP,312.682
364,GNBTP,520.076
364,GRBTP,639.411
364,GROTP,587.506
364,GTUTP,525.809
364,GWZTP,436.778
364,HBSTP,1281.558
364,NGRTP,209.676
364,NLBTP,156.258
364,NRDTP,134.647
364,SLOTP,1118.453
867,AGATP,675.894
867,AIBTP,485.185
867,AWGTP,673.805
867,BANTP,433.923
867,BBRTP,453.479
867,BGETP,490.005
867,BLATP,430.265
867,BLGTP,355.531
867,BLMTP,409.349
867,CZATP,858.306
867,CZMTP,856.724
867,CZPTP,858.306
867,GAKTP,298.134
867,GBCTP,561.852
867,GBOTP,203.562
867,GESTP,282
867,GFMTP,46.708
867,GGOTP,254.038
867,GHBTP,123.74
867,GHGTP,514.842
867,GHOTP,367.794
867,GHSTP,191.262
867,GJETP,311.234
867,GKITP,607.283
867,GKLTP,227.388
867,GLPTP,408.485
867,GMBTP,445.844
867,GMHTP,352.702
867,GMLTP,379.654
867,GMNTP,314.148
867,GMZTP,76.676
867,GNBTP,164.951
867,GRBTP,284.286
867,GROTP,682.302
867,GTUTP,248.999
867,GWZTP,81.653
867,HBSTP,926.433
867,NGRTP,524.869
867,NLBTP,491.199
867,NRDTP,492.635
867,SLOTP,763.328
541,AGATP,967.046
541,AIBTP,774.563
541,AWGTP,964.958
541,BANTP,246.306
541,BBRTP,289.758
541,BGETP,297.635
541,BLATP,279.559
541,BLGTP,230.517
541,BLMTP,262.028
541,CZATP,1149.458
541,CZMTP,1147.877
541,CZPTP,1149.458
541,GAKTP,173.379
541,GBCTP,486.604
541,GBOTP,136.058
541,GESTP,48.304
541,GFMTP,237.582
541,GGOTP,231.73
541,GHBTP,316.284
541,GHGTP,345.664
541,GHOTP,214.195
541,GHSTP,354.282
541,GJETP,364.181
541,GKITP,427.119
541,GKLTP,109.289
541,GLPTP,431.098
541,GMBTP,354.933
541,GMHTP,643.854
541,GMLTP,669.032
541,GMNTP,70.761
541,GMZTP,275.008
541,GNBTP,454.943
541,GRBTP,575.439
541,GROTP,513.124
541,GTUTP,457.176
541,GWZTP,374.678
541,HBSTP,1217.586
541,NGRTP,264.18
541,NLBTP,244.402
541,NRDTP,245.837
541,SLOTP,1054.481
889,AGATP,487.796
889,AIBTP,108.878
889,AWGTP,543.158
889,BANTP,773.463
889,BBRTP,793.019
889,BGETP,829.546
889,BLATP,769.805
889,BLGTP,679.911
889,BLMTP,748.889
889,CZATP,618.262
889,CZMTP,616.68
889,CZPTP,618.262
889,GAKTP,637.675
889,GBCTP,729.657
889,GBOTP,584.305
889,GESTP,662.743
889,GFMTP,427.452
889,GGOTP,550.116
889,GHBTP,337.363
889,GHGTP,810.92
889,GHOTP,663.872
889,GHSTP,402.594
889,GJETP,520.051
889,GKITP,903.361
889,GKLTP,608.132
889,GLPTP,576.29
889,GMBTP,663.85
889,GMHTP,120.15
889,GMLTP,125.97
889,GMNTP,703.293
889,GMZTP,422.566
889,GNBTP,337.894
889,GRBTP,247.089
889,GROTP,923.193
889,GTUTP,241.287
889,GWZTP,307.562
889,HBSTP,795.785
889,NGRTP,858.386
889,NLBTP,871.942
889,NRDTP,873.378
889,SLOTP,476.425
885,AGATP,516.045
885,AIBTP,249.564
885,AWGTP,513.956
885,BANTP,662.523
885,BBRTP,682.079
885,BGETP,718.605
885,BLATP,658.865
885,BLGTP,568.97
885,BLMTP,637.949
885,CZATP,677.826
885,CZMTP,676.245
885,CZPTP,677.826
885,GAKTP,526.734
885,GBCTP,618.633
885,GBOTP,473.281
885,GESTP,551.719
885,GFMTP,316.428
885,GGOTP,439.092
885,GHBTP,226.422
885,GHGTP,699.896
885,GHOTP,552.848
885,GHSTP,291.654
885,GJETP,409.027
885,GKITP,792.337
885,GKLTP,497.107
885,GLPTP,465.266
885,GMBTP,552.826
885,GMHTP,114.971
885,GMLTP,114.173
885,GMNTP,592.269
885,GMZTP,311.626
885,GNBTP,226.87
885,GRBTP,189.945
885,GROTP,812.169
885,GTUTP,130.347
885,GWZTP,196.537
885,HBSTP,766.584
885,NGRTP,747.362
885,NLBTP,760.918
885,NRDTP,762.354
885,SLOTP,535.99
880,AGATP,562.257
880,AIBTP,157.411
880,AWGTP,560.168
880,BANTP,760.508
880,BBRTP,780.064
880,BGETP,816.59
880,BLATP,756.85
880,BLGTP,666.955
880,BLMTP,735.934
880,CZATP,697.89
880,CZMTP,696.308
880,CZPTP,697.89
880,GAKTP,624.719
880,GBCTP,716.702
880,GBOTP,571.35
880,GESTP,649.788
880,GFMTP,414.496
880,GGOTP,537.161
880,GHBTP,324.408
880,GHGTP,797.965
880,GHOTP,650.916
880,GHSTP,389.639
880,GJETP,507.096
880,GKITP,890.406
880,GKLTP,595.176
880,GLPTP,563.335
880,GMBTP,650.894
880,GMHTP,152.073
880,GMLTP,142.981
880,GMNTP,690.338
880,GMZTP,409.611
880,GNBTP,324.939
880,GRBTP,264.1
880,GROTP,910.237
880,GTUTP,228.332
880,GWZTP,294.606
880,HBSTP,812.796
880,NGRTP,845.431
880,NLBTP,858.987
880,NRDTP,860.423
880,SLOTP,556.053
887,AGATP,529.975
887,AIBTP,223.025
887,AWGTP,527.886
887,BANTP,692.928
887,BBRTP,712.484
887,BGETP,749.01
887,BLATP,689.27
887,BLGTP,599.375
887,BLMTP,668.354
887,CZATP,691.756
887,CZMTP,690.175
887,CZPTP,691.756
887,GAKTP,557.139
887,GBCTP,649.122
887,GBOTP,503.77
887,GESTP,582.208
887,GFMTP,346.916
887,GGOTP,469.581
887,GHBTP,256.828
887,GHGTP,730.385
887,GHOTP,583.336
887,GHSTP,322.059
887,GJETP,439.516
887,GKITP,822.826
887,GKLTP,527.596
887,GLPTP,495.755
887,GMBTP,583.314
887,GMHTP,128.901
887,GMLTP,108.758
887,GMNTP,622.758
887,GMZTP,342.031
887,GNBTP,257.359
887,GRBTP,203.875
887,GROTP,842.657
887,GTUTP,160.752
887,GWZTP,227.026
887,HBSTP,780.514
887,NGRTP,777.851
887,NLBTP,791.407
887,NRDTP,792.843
887,SLOTP,549.92
798,AGATP,499.822
798,AIBTP,107.072
798,AWGTP,497.734
798,BANTP,780.27
798,BBRTP,799.826
798,BGETP,836.352
798,BLATP,776.612
798,BLGTP,686.717
798,BLMTP,755.696
798,CZATP,635.455
798,CZMTP,633.874
798,CZPTP,635.455
798,GAKTP,644.481
798,GBCTP,663.485
798,GBOTP,591.112
798,GESTP,669.55
798,GFMTP,434.258
798,GGOTP,556.923
798,GHBTP,344.169
798,GHGTP,817.726
798,GHOTP,670.678
798,GHSTP,409.401
798,GJETP,453.879
798,GKITP,910.167
798,GKLTP,614.938
798,GLPTP,510.118
798,GMBTP,597.677
798,GMHTP,89.639
798,GMLTP,80.546
798,GMNTP,710.099
798,GMZTP,429.373
798,GNBTP,271.722
798,GRBTP,201.665
798,GROTP,857.02
798,GTUTP,248.093
798,GWZTP,314.368
798,HBSTP,750.361
798,NGRTP,865.193
798,NLBTP,878.749
798,NRDTP,880.185
798,SLOTP,493.619
883,AGATP,496.492
883,AIBTP,158.544
883,AWGTP,494.403
883,BANTP,719.843
883,BBRTP,739.399
883,BGETP,775.926
883,BLATP,716.185
883,BLGTP,626.291
883,BLMTP,695.27
883,CZATP,632.125
883,CZMTP,630.543
883,CZPTP,632.125
883,GAKTP,584.055
883,GBCTP,598.738
883,GBOTP,530.602
883,GESTP,609.04
883,GFMTP,373.748
883,GGOTP,496.413
883,GHBTP,283.743
883,GHGTP,757.216
883,GHOTP,610.168
883,GHSTP,348.975
883,GJETP,389.132
883,GKITP,849.657
883,GKLTP,554.428
883,GLPTP,445.371
883,GMBTP,532.93
883,GMHTP,86.308
883,GMLTP,77.216
883,GMNTP,649.589
883,GMZTP,368.947
883,GNBTP,206.975
883,GRBTP,180.241
883,GROTP,792.274
883,GTUTP,187.667
883,GWZTP,253.858
883,HBSTP,747.031
883,NGRTP,804.683
883,NLBTP,818.239
883,NRDTP,819.675
883,SLOTP,490.288
831,AGATP,400.839
831,AIBTP,290.065
831,AWGTP,398.75
831,BANTP,711.574
831,BBRTP,731.13
831,BGETP,767.657
831,BLATP,707.916
831,BLGTP,633.182
831,BLMTP,687
831,CZATP,583.251
831,CZMTP,581.669
831,CZPTP,583.251
831,GAKTP,575.786
831,GBCTP,481.75
831,GBOTP,481.213
831,GESTP,559.651
831,GFMTP,324.36
831,GGOTP,449.928
831,GHBTP,312.442
831,GHGTP,695.823
831,GHOTP,554.601
831,GHSTP,427.19
831,GJETP,272.144
831,GKITP,788.264
831,GKLTP,505.04
831,GLPTP,328.384
831,GMBTP,415.943
831,GMHTP,122.368
831,GMLTP,138.351
831,GMNTP,603.104
831,GMZTP,354.328
831,GNBTP,118.407
831,GRBTP,6.037
831,GROTP,675.286
831,GTUTP,313.741
831,GWZTP,204.479
831,HBSTP,651.378
831,NGRTP,758.198
831,NLBTP,768.851
831,NRDTP,770.286
831,SLOTP,532.995
763,AGATP,592.311
763,AIBTP,217.241
763,AWGTP,590.223
763,BANTP,746.906
763,BBRTP,679.081
763,BGETP,715.608
763,BLATP,651.741
763,BLGTP,653.353
763,BLMTP,722.332
763,CZATP,727.944
763,CZMTP,726.363
763,CZPTP,727.944
763,GAKTP,611.117
763,GBCTP,720.779
763,GBOTP,575.427
763,GESTP,653.865
763,GFMTP,418.574
763,GGOTP,541.238
763,GHBTP,310.806
763,GHGTP,802.042
763,GHOTP,654.994
763,GHSTP,376.037
763,GJETP,511.173
763,GKITP,894.483
763,GKLTP,599.253
763,GLPTP,567.412
763,GMBTP,654.972
763,GMHTP,182.128
763,GMLTP,173.035
763,GMNTP,694.415
763,GMZTP,396.009
763,GNBTP,329.016
763,GRBTP,294.154
763,GROTP,914.315
763,GTUTP,135.928
763,GWZTP,298.683
763,HBSTP,842.851
763,NGRTP,849.508
763,NLBTP,863.064
763,NRDTP,864.5
763,SLOTP,586.108
435,AGATP,899.039
435,AIBTP,708.331
435,AWGTP,896.951
435,BANTP,219.306
435,BBRTP,238.862
